11311,9258,7934,6981,6153,5276,4959,9241,8001,4264,2151,1061,511,444,451,53,47,17,17,6,78,0,0,0,1,0,0,0,0,16
1721,1700,1487,1209,991,984,1116,1656,1419,781,289,93,102,63,41,2,10,4,0,0,6,0,0,0,0,0,0,0,0,1
4860,3295,2904,2227,1645,1303,1009,1726,2178,2394,926,587,309,260,332,22,12,8,4,4,4,0,0,0,0,0,0,0,0,1
17108,15466,14598,13760,12422,10671,8741,17115,14379,7518,2455,965,394,293,159,41,41,15,30,10,20,0,0,1,0,1,0,0,0,6
2549,2384,2136,1705,1547,1442,1314,3270,1929,687,351,261,137,85,24,11,15,6,6,10,22,0,0,0,0,0,0,0,0,4
1369,1358,1426,1579,1550,1591,1559,1439,1227,1228,1021,1017,1487,2289,1796,1079,576,278,104,111,48,70,35,0,4,4,2,0,0,6
68690,50620,41007,33353,27172,23209,20223,35036,35853,24858,14505,7305,4832,3945,3439,508,429,221,200,168,372,4,0,3,0,1,0,3,1,60
3616,2975,2501,2111,1843,1480,1431,2566,2512,1262,574,242,149,117,69,7,0,2,6,2,8,0,0,0,0,0,0,0,0,1
20934,15482,13461,11243,9105,7276,6074,9313,11761,7459,4284,2134,1223,972,1049,134,121,65,73,92,189,0,0,0,1,0,0,1,1,16
7668,6341,6368,5912,5269,4475,3860,6723,5844,2554,1247,803,505,365,248,53,119,28,35,33,123,1,1,0,2,2,0,1,0,9
3131,2930,2513,2145,1846,1555,1398,2587,1957,1069,496,222,218,138,91,13,22,4,14,11,26,0,0,0,0,0,0,0,0,3
204093,188909,186729,162056,132387,106603,84838,123383,142939,122783,46613,23073,13898,8573,4871,1809,2316,529,482,382,994,6,3,13,4,8,3,13,13,237
8188,6860,5826,4574,3648,3058,2784,4854,4463,3189,1782,1016,718,354,194,64,59,30,25,5,26,0,1,0,0,0,0,1,0,6
3228,2831,2405,2174,1909,1781,1552,3815,2980,1038,320,122,25,10,14,4,3,4,6,0,10,0,0,0,0,0,0,1,0,1
2858,2687,2457,2074,2016,1776,1734,3966,2082,803,416,272,126,82,51,9,7,2,10,0,5,1,0,0,0,0,0,0,0,6
44921,35541,29069,23329,19485,16026,13488,23653,23389,13533,7198,3634,2544,2502,2327,186,122,79,103,60,167,1,0,1,0,0,0,1,3,15
41072,30997,27186,22894,18861,15227,12864,18399,22294,17271,8931,4678,3243,1822,1323,362,349,131,119,84,231,4,3,4,0,5,1,3,7,54
2399,1954,1647,1373,1035,741,604,749,1152,935,657,284,239,155,79,28,34,18,10,4,16,0,0,0,0,0,0,0,0,2
85595,77206,68526,58751,51983,46248,43339,98004,60548,29843,15451,5145,2896,1842,1442,198,201,92,95,79,133,0,1,1,2,2,0,0,3,29
14242,12774,11342,9599,7794,6686,5524,8802,7882,4568,2388,1589,968,1056,944,56,64,45,26,41,84,0,1,1,0,1,0,2,2,11
17611,15262,14209,12266,10183,7590,5900,8954,11060,7243,4032,2037,1346,1011,916,153,121,47,45,37,103,4,2,0,0,1,1,2,2,29
1756,1389,1242,1145,1045,1026,922,984,833,879,1847,1673,1062,569,302,131,91,31,77,11,21,15,3,0,22,0,2,0,4,8
42843,31110,26111,22581,19664,17560,15448,30898,31581,21043,10676,5100,3188,1971,1873,214,273,89,78,53,363,2,0,1,0,3,1,1,1,43
66374,60893,55997,47818,39454,31451,24779,34631,42579,28725,14358,6730,4298,2812,1508,269,232,82,102,53,151,3,1,2,1,2,1,5,0,32
35169,25641,20828,16663,14062,11442,9541,14050,16247,12639,7813,4659,3429,2954,2128,675,573,302,369,287,400,13,1,9,5,5,1,1,10,110
7142,5419,4201,3265,2478,2073,1761,2786,3224,2353,1643,782,556,610,651,74,83,63,21,51,138,2,0,0,0,0,0,0,1,8
3348,2423,1922,1404,1124,900,854,1210,1576,1101,904,243,220,215,253,10,30,10,5,0,20,0,0,1,0,0,0,0,0,2
3645,3190,2644,2127,1768,1482,1198,2169,2102,1161,648,310,289,225,204,22,23,12,20,24,80,0,0,0,0,0,0,0,0,1
3033,2641,2587,2148,1903,1566,1344,1846,2222,1024,581,247,154,156,96,37,15,6,6,5,9,0,0,0,0,0,0,0,0,5
12480,8654,6493,4995,4094,3564,3103,5042,6578,4585,2852,829,490,419,477,39,43,28,122,18,42,2,0,1,0,2,0,0,0,3
3398,2831,2521,1998,1688,1546,1151,1907,2014,1039,534,382,244,190,142,23,41,10,10,10,24,1,0,0,0,0,0,0,1,8
59072,46693,36669,29059,23555,19625,17153,27035,31537,21619,11094,5942,4327,3991,3506,389,383,186,205,136,317,3,2,3,3,1,1,2,6,50
3797,3106,2734,2421,2026,1880,1878,3509,3075,1613,523,268,156,62,57,17,5,4,14,0,10,0,0,0,0,0,0,0,0,1
2772,2989,2668,2275,1988,1674,1641,3589,2434,1265,431,219,81,55,34,0,5,0,2,0,6,0,0,0,0,0,0,0,0,2
4422,2943,2186,1607,1290,866,749,1018,1426,1735,1956,414,467,320,493,35,19,20,32,12,58,1,0,0,0,1,0,0,1,3
3239,2530,2087,1748,1464,1350,1094,2102,2324,992,449,281,95,102,68,34,35,21,10,4,10,0,0,0,0,0,0,0,0,3
5743,4183,3257,2645,2048,1658,1563,2219,2681,1956,1394,603,465,416,243,23,44,6,6,7,28,1,1,0,0,0,1,0,0,2
6762,4999,3551,2655,2057,1639,1465,2050,2861,1935,1153,601,391,581,604,15,14,10,18,15,20,0,1,0,0,0,0,0,0,1
4185,2978,2187,1631,1118,993,850,1223,1554,1041,739,399,297,339,331,33,24,16,12,24,68,0,0,0,0,0,0,0,0,2
2642,2307,2174,1918,1787,1596,1431,2873,2232,1115,454,163,65,54,30,9,11,2,4,6,16,0,0,0,0,0,0,1,0,8
11048,7382,5562,4109,3139,2324,2177,2826,3442,4245,4362,1397,1230,1109,1598,102,125,34,63,56,206,0,0,5,0,0,0,4,0,10
12117,9070,8458,7738,7350,6138,5396,8414,8622,5570,3027,1589,806,414,327,105,122,39,26,46,101,1,0,0,0,0,1,0,0,9
148141,144048,138984,124701,107108,87451,69952,118278,116461,58465,25873,13841,8413,5757,3566,745,650,276,221,162,379,7,3,2,2,1,1,5,8,99
4296,4701,4832,4368,3710,2784,2315,3510,3611,2104,942,393,263,128,67,15,24,0,6,0,8,0,0,0,0,0,0,0,0,2
17155,14178,12851,11419,9854,8528,7616,14856,13936,6984,3474,1520,568,361,288,72,53,27,18,11,60,1,0,2,0,0,0,2,1,16
14785,13496,11553,9495,7618,6117,4980,8252,7191,5251,2599,1950,1344,1151,773,134,121,44,50,61,125,0,0,0,0,1,0,0,0,6
2221,1913,1638,1448,1292,1165,1171,2964,1560,644,223,164,74,63,20,8,17,0,0,2,14,0,0,0,0,0,0,1,0,3
24328,18887,15982,13995,12026,9871,8258,13719,16850,10494,4913,2255,1444,1180,769,191,153,92,94,69,140,1,0,3,1,0,1,0,3,21
1218,1672,1958,2037,2036,1957,1968,1825,1512,1357,3043,3068,1472,558,190,75,76,23,17,10,3,4,3,3,3,0,2,0,0,2
3571,2560,2029,1592,1380,1143,973,1809,1848,1330,866,379,216,174,214,9,15,12,2,0,8,0,0,0,0,0,0,0,0,2
6649,4886,3530,2726,2165,1751,1473,2066,2466,2066,1476,713,654,481,556,34,49,25,22,25,40,0,0,0,0,0,0,1,0,4
214551,201405,189075,169230,153538,128830,104391,186920,145703,75058,40283,22682,15799,13611,12739,2154,1960,871,1064,1020,1955,31,8,21,7,10,5,21,19,336
16485,14763,13355,12030,10548,9145,7867,14912,10045,4948,2759,1584,1301,1129,864,254,176,133,128,59,116,2,1,1,1,0,0,0,2,36
22063,23750,23392,21765,20737,18956,16764,31652,17211,7282,3753,2254,1608,1046,407,137,145,39,37,23,112,0,1,0,0,2,1,0,0,22
2153,1648,1396,1119,936,899,849,2345,1235,746,339,206,110,128,55,25,16,12,4,2,16,0,0,0,0,0,0,0,0,1
13949,16906,17835,16735,14991,11881,9140,15984,14501,5802,2555,1389,821,574,367,73,104,37,43,40,189,1,1,1,0,0,0,1,3,21
